content,sentiment,processed
ngon lắm luôn,pos,ngon lắm
Bún ngon rẻ,pos,bún ngon rẻ
"Milo dầm Ngon, full topping",pos,milo dầm ngon full topping
ngon lắm mà nhiều nữa,pos,ngon lắm
ngon ngon ^^,pos,ngon ngon
"Xôi mềm, thơm , ngon",pos,xôi mềm thơm ngon
ngon rẻ đúng dịp khuyến mãi,pos,ngon rẻ đúng dịp khuyến_mãi
rất hài lòng . anh nên được tăng lương,pos,hài_lòng lương
Đồ uống khá ngon tuy nhiên app tìm shipper hơi lâu. Sẽ tiếp tục ủng hộ quán ạ.,pos,đồ uống khá ngon tuy_nhiên app shipper hơi tiếp_tục ủng_hộ quán
Trà sữa ngon lắm nè!!!,pos,trà sữa ngon lắm nè
:Vv hộp to hú hồn. đồ ăn nhiều nữa. xịn xò,pos,vv hộp to hú_hồn đồ xịn xò
tuyệt vời lắm,pos,tuyệt_vời lắm
ủng hộ dài dài,pos,ủng_hộ dài_dài
Ngon quá điiiiiiiiiiiiiiiiiiiii,pos,ngon đi
"bánh tráng ngon, nước sốt vừa miệng",pos,bánh_tráng ngon sốt vừa_miệng
a ngáo siêu ngon siêu rẻ siêu tốt yeah yeah,pos,a ngáo siêu ngon siêu rẻ siêu tốt yeah yeah
Nước ngon nhanh mà lại dc giảm giá nhiều thích quá điiii:)))),pos,ngon mà_lại dc giảm_giá đivui
siêu đỉnh,pos,siêu đỉnh
"thịt tươi, ướp ngon nhưng cơm bị sống😖",pos,thịt tươi ướp ngon cơm sống 😖
"trà sữa ngon quá cơ,nhiều topping nữa. yêu shop",pos,trà sữa ngon topping yêu shop
"Trà ngon, uống quài không ngán😁",pos,trà ngon uống quài không ngán 😁
tài xế rất vui vẻ và nhiệt tình ,pos,tài_xế vui_vẻ nhiệt_tình
Ngon. Đây là quán ruột của tui,pos,ngon quán ruột tui
Hạt giòn ngon đóng gói sạch sẽ vệ sinh,pos,hạt giòn ngon đóng_gói sạch_sẽ vệ_sinh
tuyệttttt vời !,pos,tuyệt_vời
ngon bình thường,pos,ngon bình_thường
cơm rất ngon,pos,cơm ngon
"bánh cuốn nóng hổi, nước mắm ngon",pos,bánh_cuốn nóng_hổi nước_mắm ngon
"Trà sữa Ngon, làm đúng theo yêu cầu",pos,trà sữa ngon đúng yêu_cầu
ok ok ok.,pos,ok ok ok
"ngon lắm luôn, quán trái cây yêu thích của mình, mong quán cứ thế phát huy",pos,ngon lắm quán trái_cây yêu mong quán phát_huy
Mì hơi mặn ăn cũng tạm thôi,pos,mì hơi mặn tạm
giao nhanh . uống ngon . rẻ,pos,giao uống ngon rẻ
"ngon, hợp khẩu vị .",pos,ngon hợp_khẩu_vị
Giao hàng tốt,pos,giao hàng tốt
ngon dẻo đậm vị,pos,ngon dẻo đậm vị
"Bánh mì ngon, ăn hoài không ngán ạ 🥰🥰🥰. Mình cảm ơn tiệm và anh shipper nhiều ạ.",pos,bánh_mì ngon_ăn hoài không ngán 🥰 cảm_ơn tiệm shipper
Bạc sỉu muối ngon nhức cái nách ❤️❤️❤️,pos,bạc sỉu muối ngon nhức nách_❤ ️ ❤ ️ ❤ ️
Bánh mì ngon lắm . Sẽ ủng hộ quán nữa.,pos,bánh_mì ngon lắm ủng_hộ quán
Ngon vô cùng! No bụng!,pos,ngon vô_cùng no bụng
"ngon,đầy đặn lần sau sẽ gọi tiếp",pos,ngon đầy_đặn gọi tiếp
Tuyệt vời ạ,pos,tuyệt_vời
trà sữa ngon.,pos,trà sữa ngon
"ngon, vỏ bánh mì còn nóng giòn. Nhân đầy luôn nha, nói chung là ổn nha mng",pos,ngon vỏ bánh_mì nóng giòn nhân nha nói_chung ổn nha_mng
Đỉnh :D nước uống ngon,pos,đỉnh vui uống ngon
Ngon quá trời quá đất luôn. Tiger sugar thì khỏi bàn r,pos,ngon trời đất tiger sugar bàn r
đặt nhiều lần rồi rất ngon,pos,ngon
"Lẩu ngon, topping ú ụ, xuất sắc, có điều cửa hàng nên thêm topping rau như rau muống hoặc cải thảo thêm thì sẽ ngon hơn đó ạ, ăn kh có miếng rau hơi ngán",pos,lẩu ngon topping ú ụ xuất_sắc cửa_hàng topping rau rau_muống cải thảo ngon ăn_không miếng rau hơi ngán
ngon lắm nha,pos,ngon lắm nha
"ăn tạm ,giao nhanh",pos,tạm giao
"Bánh tráng trộn ngon, nói chung sẽ ủng hộ tiếp",pos,bánh_tráng trộn ngon nói_chung ủng_hộ tiếp
"Bánh mì to, nhiều nhân ăn rất ngon ^^",pos,bánh_mì to nhân ngon
tốt ngon nhanh thanks,pos,tốt ngon thanks
ngon lắm ạ 👍,pos,ngon lắm 👍
"ngon nha, phần 30k mà siêu nhiều, mắm ngon ko bị loãng, mắm cũng nhiều nữa, còn có cả thịt chân giò rút xương, xuất sắc",pos,ngon nha 30k siêu mắm ngon không loãng mắm thịt chân_giò rút xương xuất_sắc
ăn cũng tạm được,pos,tạm
"Gạo của quán nấu cơm hơi khô, nhưng đồ ăn nấu ngon, kho xào gì cũng vừa miệng. Ngoài ra có cơm sinh viên giá cả rất ok mà ăn no luôn ạ. Ủng hộ quán 👍",pos,gạo quán nấu cơm hơi khô đồ nấu ngon kho xào vừa_miệng ngoài_ra cơm sinh_viên giá_cả ok no ủng_hộ quán 👍
Sinh tố ngon nha mọi người. Sẽ tiếp tục ủng hộ.,pos,sinh_tố ngon nha tiếp_tục ủng_hộ
Cơm rang nhưng vẫn rất mềm 👍,pos,cơm_rang mềm 👍
rất đc ngon,pos,đc ngon
"Trời ơi ngon xuất sắc chua chua cay cay ngọt ngọt, lại còn nhiều nữa chứ. Quá tuyệttt",pos,trời ngon xuất_sắc chua chua_cay cay tuyệt
"Ngon, tròn vị",pos,ngon tròn vị
"cơm ngon, giao tới cơm vẫn còn nóng ạ!",pos,cơm ngon giao cơm nóng
"hoành thánh nóng giòn, bánh tráng rất ngon nhaaa",pos,hoành_thánh nóng giòn bánh_tráng ngon nha
Rất vừa ý,pos,vừa_ý
"cơm ngon, gia vị nêm vừa ăn",pos,cơm ngon gia_vị nêm
Rất ok..giao hàng nhanh..phục vụ tốt,pos,ok giao hàng phục_vụ tốt
"Ngon, nước chấm vừa đủ vị, vừa chấm vừa húp như ăn bánh ướt được luôn.",pos,ngon nước_chấm vị chấm húp bánh_ướt
bún bò ăn ổn nha,pos,bún_bò ổn nha
"ngon lắm ạ, sẽ ủng hộ thêm",pos,ngon lắm ủng_hộ
"Trà chanh pha rất ngon độ chua ngọt vừa đủ rất thích món này, trân châu 3Q giòn dai. Sẽ ghé quán trực tiếp mua ❤️",pos,trà chanh pha ngon độ chua_ngọt món trân_châu 3q giòn dai ghé quán trực_tiếp mua ❤ ️
cháo ngon vừa ăn.,pos,cháo ngon
"Trà tắc hơi ngọt, tầm giá này thì không đòi hỏi nhiều. Ổn",pos,trà tắc hơi tầm giá không đòi_hỏi ổn
Sinh tố mít ngon.,pos,sinh_tố mít ngon
rất hài lòng,pos,hài_lòng
Siu ngon nha.,pos,siu ngon nha
rất ngon nha,pos,ngon nha
"Lần đầu mình mua hàng ở đây, thấy hộp giấy như này là rất coi trọng sức khoẻ của khách hàng. Nước dùng rất vừa miệng. Nên mua.",pos,đầu mua hàng hộp giấy coi_trọng sức_khoẻ khách_hàng nước_dùng vừa_miệng mua
quán chuẩn bị nhanh bánh bao ,pos,quán chuẩn_bị bánh_bao
rất ngon khách hàng rất tư vấn dễ thương,pos,ngon khách_hàng tư_vấn dễ_thương
Ngon mà rẻ vô hậu,pos,ngon rẻ vô_hậu
"Kimbap nhiều vẫn nóng giòn , trà đào thơm ngon😋😋😋😋😋",pos,kimbap nóng giòn trà đào thơm ngon 😋
đã đặt nhiều lần ở quán và lần nào cũng siêu ngon ý ;)))))))),pos,quán siêu ngon vui
"trà sữa ngon, nhân viên nhiệt tình",pos,trà sữa ngon nhân_viên nhiệt_tình
Cơm chiên dương châu ngon,pos,cơm_chiên dương châu ngon
trà sữa ngon vừa uống,pos,trà sữa ngon uống
"rất ngon, đã đặt lần thứ 3 rồi",pos,ngon 3
"Ăn rất nhiều lần ở quán nhưng hương vị vẫn ngon như lần đầu, tuy dịch phải ship mà quán vẫn rất chu đáo",pos,quán hương_vị ngon đầu dịch ship quán chu_đáo
Quán uống rất ok ạ,pos,quán uống ok
ngonnn quá mà rẻ nữa!!! cái ly dễ thương nha 😘,pos,ngon rẻ ly dễ_thương nha_😘
"Quá ngon , rất đáng để uống",pos,ngon uống
"cháo ngon, có trò chơi nữa. lần sau nêm nhạt, nếu bé nào cần nêm thêm sau sẽ tốt hơn.",pos,cháo ngon trò_chơi nêm nhạt bé nêm tốt
ngon á nha,pos,ngon nha
giao hàng nhanh,pos,giao hàng
"ngon, giao hàng nhanh, shippe lễ phép thân thiện, hộp giấy tốt cho sức khỏe",pos,ngon giao hàng shippe lễ_phép thân_thiện hộp giấy tốt sức_khỏe
"ngon, đúng yêu cầu",pos,ngon đúng yêu_cầu
đặt lần hai vì thấy hợp vị. nước hơi mặn tí nhưng bù lại thịt gà trứng cút nhiều.,pos,hai hợp vị hơi mặn tí bù thịt gà trứng cút
quán làm đồ ăn nhanh,pos,quán đồ
cà phê vừa ngon vừa rẻ thật tuyệt vời,pos,cà_phê ngon rẻ tuyệt_vời
"ngon nha, lần sau sẽ mua quán tiếp",pos,ngon nha mua quán tiếp
"đã mua nhiều lần và thấy rất là oke, so với giá tiền như vậy là quá được , mn nhớ mua ăn thử",pos,mua oke giá tiền như_vậy mn mua thử
"A shipper chạy chiếc Ex màu xanh đẹp trai quá!!
trà sữa ngon mê ly🥛🥛",pos,a shipper chạy ex màu xanh đẹp_trai trà sữa ngon mê_ly 🥛 🥛
Nước ép tươi ngon. Giá cả hợp lý. Sẽ ủng hộ dài dài,pos,ép tươi ngon giá_cả hợp_lý ủng_hộ dài_dài
rất ngon. bé nhà mình rất thích,pos,ngon bé
Nem chua rán ngon.bánh plan cũng ngon.Đóng gói đẹp sạch sẽ,pos,nem_chua rán ngon bánh plan ngon đóng_gói đẹp sạch_sẽ
trà sữa matcha với trà đào ngon,pos,trà sữa matcha trà đào ngon
"ngon, rẻ, chất lượng",pos,ngon rẻ chất_lượng
tài xế rất dễ thương,pos,tài_xế dễ_thương
phục vụ tốt và chất lượng. sẽ ủng hộ tiếp,pos,phục_vụ tốt chất_lượng ủng_hộ tiếp
"trà thơm , mùi dễ chịu , uống rất ngon lần sau sẽ ủng hộ nhiều hơn ạ 😋😋❤️❤️",pos,trà thơm mùi dễ_chịu uống ngon ủng_hộ 😋 😋 ❤ ️ ❤ ️
"Món ngon, giá tốt, giao hàng nhanh",pos,món ngon giá tốt giao hàng
"Tài xế tốt , trà sữa ngon",pos,tài_xế tốt trà sữa ngon
Cơm hơi cháy tí nhưng mà ok,pos,cơm hơi cháy tí ok
quán ngon nhưng mỗi tội không thấy chỗ thêm mì,pos,quán ngon tội không chỗ mì
"Ngon lắm ạ, quán cũng đổi theo ý mình nữa, cảm ơn quán nhaaa",pos,ngon lắm quán đổi cảm_ơn quán nha
sạch sẽ vệ sinh. dẻo dai thơm ngon. nước chấm đặc biệt là ngon,pos,sạch_sẽ vệ_sinh dẻo_dai thơm ngon nước_chấm đặc_biệt ngon
bánh mì rất tuyệt,pos,bánh_mì tuyệt
Ăn suốt rồi. Chả có gì để chê.,pos,suốt chả chê
Nước hơi dầu xíu,pos,hơi dầu xíu
"vẫn rất là ngon nhé :))) mình phát hiện ra đặt riêng nó vẫn nhiều hơn là đặt cùng combo í mọi người. Gà pop ngon, nhưng mà nay shipper giao chậm nên hơi ỉu xíu thui.",pos,ngon vui phát_hiện combo í gà pop ngon shipper giao chậm hơi ỉu xíu thui
cơm hôm nay ngon ạ. có dưa chuột ngon ạ,pos,cơm hôm_nay ngon dưa_chuột ngon
đồ ăn rất ngon. topping xúc xích chà bông các thứ rất nhiều luôn ạ.  mỗi tội bánh mì hơi ít .  lần sau cửa hàng có thể cho em thêm mấy lát bánh mì không ạ?,pos,đồ ngon topping xúc_xích chà_bông tội bánh_mì hơi cửa_hàng có_thể mấy lát bánh_mì không
Bún ngon. Vị thịt bò rõ nên mình rất thích.,pos,bún ngon vị thịt bò
"đồ ăn ngon, quán đóng gói cẩn thận.",pos,đồ ngon quán đóng_gói cẩn_thận
ngon thật sự luôn ạ nên dùng thử không phí tiền chút nào❤❤,pos,ngon thật_sự thử không phí tiền chút ❤ ❤
"Ngon, hài lòng",pos,ngon hài_lòng
hài lòng với tài xế,pos,hài_lòng tài_xế
rất ngon nhưng mà có trứng không có gì để chấm ý quán chú ý điều này,pos,ngon trứng không chấm quán chú_ý
"lần đầu uống, k thất vọng mở ra rất thơm luôn
topping có nho cắt hạt, dâu, ngọc trai, củ năng. rất ngon nha",pos,đầu uống không thất_vọng thơm luôntopping nho cắt hạt dâu ngọc_trai củ_năng ngon nha
Cái hộp có chút mén à :)),pos,hộp chút mén vui
"Trà sữa ngon, rất hài lòng về shop và nhân viên. Cảm ơn shop. Sẽ ủng hộ shop dài dài",pos,trà sữa ngon hài_lòng shop nhân_viên cảm_ơn shop ủng_hộ shop dài_dài
"nóng, giòn, ngon",pos,nóng giòn ngon
ok hoàn hảo,pos,ok hoàn_hảo
"mình tưởng là có 1 hộp giống trên hình thôi nhưng thật ra có thêm 1 hộp bánh tương tự 750ml nữa, giá rất tốt luôn. Cốt bánh mềm mịn, topping khá nhiều nên ăn đã miệng lắm luôn",pos,tưởng 1 hộp hình thật_ra 1 hộp bánh tương_tự 750ml giá tốt cốt bánh mềm mịn topping khá miệng lắm
"Bánh ngon,thịt nướng ngon,suất ăn đầy đặn",pos,bánh ngon thịt nướng ngon suất đầy_đặn
Ngon xĩu 🤣🤣,pos,ngon xĩu 🤣 🤣
"Cơm nhiều, dẻo, ngon. Gà hơi ít và toàn xương vs da chứ k có xé sẵn lun. Nước mắm, canh súp nhiều. Ăn ổn nha nhưng quán nên cho thêm thịt vs phần 45k như này!",pos,cơm dẻo ngon gà hơi toàn xương vs da không xé sẵn lun nước_mắm canh súp ổn nha quán thịt vs 45k
"món này khá ngon, trân châu dẻo mềm, sữa tươi khá ngậy nhưng không bị ngọt gắt, mochi vị giống bánh nabati phô mai ( mochi không đông dẻo lại hẳn mà giống như chè bưởi nếu đặc lại) nhìn chung khá đáng tiền",pos,món khá ngon trân_châu dẻo mềm sữa_tươi khá ngậy không gắt mochi vị bánh nabati phô_mai mochi không đông dẻo hẳn chè bưởi đặc nhìn_chung khá tiền
ngon nhé sạch nữa,pos,ngon sạch
"Sữa tươi đường đen ngon tuyệt vời, giá siêu rẻ nữa. Fan cứng của quán lun 🥰",pos,sữa_tươi đường đen ngon tuyệt_vời giá siêu rẻ fan cứng quán lun 🥰
Bánh quấn và trà rất ngon,pos,bánh quấn trà ngon
chỗ tuy nhỏ nhưng bán đồ ăn ngon rẻ chất lượng 😍😍😍. tui đặc biệt thích thái độ của cô chú chủ quán rất nhiệt tình vui tính. tui sẽ ủng hộ quán dài dài 9/10,pos,chỗ đồ ngon rẻ chất_lượng 😍 tui đặc_biệt thái_độ chủ quán nhiệt_tình vui_tính tui ủng_hộ quán dài_dài 9 10
Hàng ngon chất lượng giá rẻ,pos,hàng ngon chất_lượng giá rẻ
mình hay ăn vi nó ngon,pos,vi ngon
ngon lắm luôn,pos,ngon lắm
"Trà sữa hơi ngọt, giá tốt, đóng gói cẩn thận",pos,trà sữa hơi giá tốt đóng_gói cẩn_thận
"Bánh ngon lắm. Mình ăn thường xuyên 
Nhưng mình nghĩ quán nên cho tương ớt vào hũ nhựa đựng tương ớt cho tiện ạ",pos,bánh ngon lắm thường_xuyên quán tương_ớt hũ nhựa đựng tương_ớt tiện
"trời ơi ngon xĩu luôn áaaaaaaa, sử dụng hộp giấy thích  lắm nè, nói chung là ngonnnn nha",pos,trời ngon xĩu áa sử_dụng hộp giấy lắm nè nói_chung ngon nha
ổn. trà sữa hơi ngọt. shop làm thiếu thì có gọi mình để bù lại ly khác. nhiệt tình. ok,pos,ổn trà sữa hơi shop gọi bù ly khác nhiệt_tình ok
Mấy hôm nay em uống nhiều món của quán. Đều rất ngon ạ,pos,mấy hôm_nay uống món quán ngon
hài lòng !,pos,hài_lòng
"nhiều đồ ăn , quán nấu ăn ngonnnnn",pos,đồ quán nấu_ăn ngon
"Tôi rất thích app này , nhưng chờ tài xế hơi lâu ạ:)))",pos,app chờ tài_xế hơi ạvui
"mình rất thích cái muỗng nó dài dễ múc ko bị dính tay , trà sữa ngon lần sau ủng hộ tiếp ạ , phần kem ngon ngọt nhẹ 😋",pos,muỗng múc không dính trà sữa ngon ủng_hộ tiếp kem ngon_ngọt nhẹ 😋
"Cà phê ngon, ở gần nên được freeship, giảm thêm 10k nữa. Thích thật á!",pos,cà_phê ngon freeship 10k
bánh rất ngon.,pos,bánh ngon
ok nha đặt x2,pos,ok nha x2
ngon lắm . nhiều topping,pos,ngon lắm topping
"Trà tắc ở đây ngon lắm, mng nên uống thử nhé, không giống các chỗ khác , hình như có mứt tắt hay gì í nhưng ngon lắm lắm, chị chủ nch dễ thương nữa 🧡🧡🧡",pos,trà tắc ngon lắm mng uống thử không chỗ khác hình_như mứt tắt í ngon lắm lắm chủ nch dễ_thương 🧡
eo ơi xin thêm đường để cho vào nước dùng ngon nhắm mng,pos,eo đường nước_dùng ngon nhắm mng
bánh nóng giòn thơm,pos,bánh nóng giòn thơm
"hài lòng. nhanh , nước ngon",pos,hài_lòng ngon
"khuyến mãi rẻ, flan ngon",pos,khuyến_mãi rẻ flan ngon
Thơm ngon. Trân châu đại mùi rất thơm. Rất rất hài lòng,pos,thơm ngon trân_châu đại mùi thơm hài_lòng
"Ngon mà rẻ lắm luôn, mình dặn quán làm chua nên khi uống thấy vừa ko quá ngọt, bạn nào ko thich uống ngọt quá cũng có thể áp dụng cách như mình nhé 👍🏻👍🏻",pos,ngon rẻ lắm dặn quán chua uống không không thich uống có_thể áp_dụng 👍 🏻 👍 🏻
"Ngon lắm nhưng mà ít quá, chưa đã thèm há há",pos,ngon lắm thèm há há
hai từ rất hài lòng,pos,hai hài_lòng
Uống được :),pos,uống vui
"giao hàng nhanh , đồ uống ngon phù hợp với giá tiền thái độ của shipper thân thiện nói chung là hài lòng sẽ ủng hộ lâu dài",pos,giao hàng đồ uống ngon phù_hợp giá tiền thái_độ shipper thân_thiện nói_chung hài_lòng ủng_hộ lâu_dài
Ngon xuất sắc luôn ạ !!!! Nghiện quá mng ôiiii,pos,ngon xuất_sắc nghiện mng ôi
"Trà sữa ngon lắm quán ơi, con mình rất thích",pos,trà sữa ngon lắm quán
Ăn nhiều lần rồi nên không có gì bàn cải nữa,pos,không bàn cải
ngon .. 5☆,pos,ngon 5 ☆
"Gà ngon, cơm ngon, mắm ngon, shop 5 sao",pos,gà ngon cơm ngon mắm ngon shop 5
"Trà sữa không quá ngọt, ngon, ly dễ thương",pos,trà sữa không ngon ly dễ_thương
ngon lắm ạ,pos,ngon lắm
cháo hơi đặc. vị giống cháo gói nhưng ăn khá ngon. nước xanh đỏ phía trên là nước rau củ nên trộn lên trước khi ăn ko thôi ăn vị kì lắm nha.,pos,cháo hơi đặc vị cháo gói khá ngon xanh đỏ rau củ trộn không vị kì lắm nha
Quán làm ăn ngon. nem chắc toàn thịt. ướp vừa ăn. nước châm hợp khẩu vị. chả giò ăn cũng ngon. cho quán 5 sao. sẽ ủng hộ tiếp,pos,quán làm_ăn ngon nem toàn thịt ướp châm hợp_khẩu_vị chả_giò ngon quán 5 ủng_hộ tiếp
phần đồ ăn quá ngon và phù hợp với giá tiền,pos,đồ ngon phù_hợp giá tiền
"bánh ngon, vừa miệng",pos,bánh ngon vừa_miệng
rất hài lòng,pos,hài_lòng
Ngon lắm ah,pos,ngon lắm ah
"ngon
giá cả hợp lý nữa ạ",pos,ngongiá hợp_lý
